Bond Name,Accrual Start,Accrual End,Payment Date,Accrual Factor,Coupon Rule,Mean Coupon Rate,Min Coupon Rate,Max Coupon Rate,Mean Coupon Amount,Run Timestamp
HybridBond_2,"August 29th, 2027","November 29th, 2027","November 29th, 2027",0.25205479452054796,YTM_PLUS_SPREAD,0.01846128530625802,-0.002217750981883872,0.03808310995700255,46532.55474454077,2026-09-07 20:40:51.198048
HybridBond_2,"November 29th, 2027","February 29th, 2028","February 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.01846128530625802,-0.002217750981883872,0.03808310995700255,46532.55474454077,2026-09-07 20:40:51.198048
HybridBond_2,"February 29th, 2028","May 29th, 2028","May 29th, 2028",0.2465753424657534,YTM_PLUS_SPREAD,0.01846128530625802,-0.002217750981883872,0.03808310995700255,45520.977467485536,2026-09-07 20:40:51.198048
HybridBond_2,"May 29th, 2028","August 29th, 2028","August 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.01846128530625802,-0.002217750981883872,0.03808310995700255,46532.55474454077,2026-09-07 20:40:51.198048
HybridBond_2,"August 29th, 2028","November 29th, 2028","November 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.01846128530625802,-0.002217750981883872,0.03808310995700255,46532.55474454077,2026-09-07 20:40:51.198048
HybridBond_2,"November 29th, 2028","February 28th, 2029","February 28th, 2029",0.2493150684931507,YTM_PLUS_SPREAD,0.01846128530625802,-0.002217750981883872,0.03808310995700255,46026.76610601315,2026-09-07 20:40:51.198048
HybridBond_2,"February 28th, 2029","May 29th, 2029","May 29th, 2029",0.2465753424657534,YTM_PLUS_SPREAD,0.01846128530625802,-0.002217750981883872,0.03808310995700255,45520.977467485536,2026-09-07 20:40:51.198048
HybridBond_2,"May 29th, 2029","August 29th, 2029","August 29th, 2029",0.25205479452054796,YTM_PLUS_SPREAD,0.01846128530625802,-0.002217750981883872,0.03808310995700255,46532.55474454077,2026-09-07 20:40:51.198048
HybridBond_3,"November 29th, 2024","February 28th, 2025","February 28th, 2025",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_3,"February 28th, 2025","May 29th, 2025","May 29th, 2025",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_3,"May 29th, 2025","August 29th, 2025","August 29th, 2025",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_3,"August 29th, 2025","November 29th, 2025","November 28th, 2025",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_3,"November 29th, 2025","February 28th, 2026","February 27th, 2026",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_3,"February 28th, 2026","May 29th, 2026","May 29th, 2026",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_3,"May 29th, 2026","August 29th, 2026","August 31st, 2026",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_3,"August 29th, 2026","November 29th, 2026","November 30th, 2026",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_3,"November 29th, 2026","February 28th, 2027","February 26th, 2027",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_3,"February 28th, 2027","May 29th, 2027","May 31st, 2027",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_3,"May 29th, 2027","August 29th, 2027","August 30th, 2027",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_3,"August 29th, 2027","November 29th, 2027","November 29th, 2027",0.25205479452054796,YTM_PLUS_SPREAD,0.01946128530625802,-0.001217750981883872,0.03908310995700255,49053.10268974626,2026-09-07 20:40:51.198048
HybridBond_3,"November 29th, 2027","February 29th, 2028","February 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.01946128530625802,-0.001217750981883872,0.03908310995700255,49053.10268974626,2026-09-07 20:40:51.198048
HybridBond_3,"February 29th, 2028","May 29th, 2028","May 29th, 2028",0.2465753424657534,YTM_PLUS_SPREAD,0.01946128530625802,-0.001217750981883872,0.03908310995700255,47986.730892143074,2026-09-07 20:40:51.198048
HybridBond_3,"May 29th, 2028","August 29th, 2028","August 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.01946128530625802,-0.001217750981883872,0.03908310995700255,49053.10268974626,2026-09-07 20:40:51.198048
HybridBond_3,"August 29th, 2028","November 29th, 2028","November 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.01946128530625802,-0.001217750981883872,0.03908310995700255,49053.10268974626,2026-09-07 20:40:51.198048
HybridBond_3,"November 29th, 2028","February 28th, 2029","February 28th, 2029",0.2493150684931507,YTM_PLUS_SPREAD,0.01946128530625802,-0.001217750981883872,0.03908310995700255,48519.91679094466,2026-09-07 20:40:51.198048
HybridBond_3,"February 28th, 2029","May 29th, 2029","May 29th, 2029",0.2465753424657534,YTM_PLUS_SPREAD,0.01946128530625802,-0.001217750981883872,0.03908310995700255,47986.730892143074,2026-09-07 20:40:51.198048
HybridBond_3,"May 29th, 2029","August 29th, 2029","August 29th, 2029",0.25205479452054796,YTM_PLUS_SPREAD,0.01946128530625802,-0.001217750981883872,0.03908310995700255,49053.10268974626,2026-09-07 20:40:51.198048
HybridBond_4,"November 29th, 2024","February 28th, 2025","February 28th, 2025",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_4,"February 28th, 2025","May 29th, 2025","May 29th, 2025",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_4,"May 29th, 2025","August 29th, 2025","August 29th, 2025",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_4,"August 29th, 2025","November 29th, 2025","November 28th, 2025",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_4,"November 29th, 2025","February 28th, 2026","February 27th, 2026",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_4,"February 28th, 2026","May 29th, 2026","May 29th, 2026",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_4,"May 29th, 2026","August 29th, 2026","August 31st, 2026",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_4,"August 29th, 2026","November 29th, 2026","November 30th, 2026",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_4,"November 29th, 2026","February 28th, 2027","February 26th, 2027",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_4,"February 28th, 2027","May 29th, 2027","May 31st, 2027",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_4,"May 29th, 2027","August 29th, 2027","August 30th, 2027",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_4,"August 29th, 2027","November 29th, 2027","November 29th, 2027",0.25205479452054796,YTM_PLUS_SPREAD,0.02046128530625802,-0.000217750981883872,0.04008310995700255,51573.65063495174,2026-09-07 20:40:51.198048
HybridBond_4,"November 29th, 2027","February 29th, 2028","February 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.02046128530625802,-0.000217750981883872,0.04008310995700255,51573.65063495174,2026-09-07 20:40:51.198048
HybridBond_4,"February 29th, 2028","May 29th, 2028","May 29th, 2028",0.2465753424657534,YTM_PLUS_SPREAD,0.02046128530625802,-0.000217750981883872,0.04008310995700255,50452.4843168006,2026-09-07 20:40:51.198048
HybridBond_4,"May 29th, 2028","August 29th, 2028","August 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.02046128530625802,-0.000217750981883872,0.04008310995700255,51573.65063495174,2026-09-07 20:40:51.198048
HybridBond_4,"August 29th, 2028","November 29th, 2028","November 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.02046128530625802,-0.000217750981883872,0.04008310995700255,51573.65063495174,2026-09-07 20:40:51.198048
HybridBond_4,"November 29th, 2028","February 28th, 2029","February 28th, 2029",0.2493150684931507,YTM_PLUS_SPREAD,0.02046128530625802,-0.000217750981883872,0.04008310995700255,51013.06747587617,2026-09-07 20:40:51.198048
HybridBond_4,"February 28th, 2029","May 29th, 2029","May 29th, 2029",0.2465753424657534,YTM_PLUS_SPREAD,0.02046128530625802,-0.000217750981883872,0.04008310995700255,50452.4843168006,2026-09-07 20:40:51.198048
HybridBond_4,"May 29th, 2029","August 29th, 2029","August 29th, 2029",0.25205479452054796,YTM_PLUS_SPREAD,0.02046128530625802,-0.000217750981883872,0.04008310995700255,51573.65063495174,2026-09-07 20:40:51.198048
HybridBond_5,"November 29th, 2024","February 28th, 2025","February 28th, 2025",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_5,"February 28th, 2025","May 29th, 2025","May 29th, 2025",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_5,"May 29th, 2025","August 29th, 2025","August 29th, 2025",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_5,"August 29th, 2025","November 29th, 2025","November 28th, 2025",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_5,"November 29th, 2025","February 28th, 2026","February 27th, 2026",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_5,"February 28th, 2026","May 29th, 2026","May 29th, 2026",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_5,"May 29th, 2026","August 29th, 2026","August 31st, 2026",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_5,"August 29th, 2026","November 29th, 2026","November 30th, 2026",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_5,"November 29th, 2026","February 28th, 2027","February 26th, 2027",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_5,"February 28th, 2027","May 29th, 2027","May 31st, 2027",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_5,"May 29th, 2027","August 29th, 2027","August 30th, 2027",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_5,"August 29th, 2027","November 29th, 2027","November 29th, 2027",0.25205479452054796,YTM_PLUS_SPREAD,0.02146128530625802,0.000782249018116128,0.04108310995700255,54094.19858015721,2026-09-07 20:40:51.198048
HybridBond_5,"November 29th, 2027","February 29th, 2028","February 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.02146128530625802,0.000782249018116128,0.04108310995700255,54094.19858015721,2026-09-07 20:40:51.198048
HybridBond_5,"February 29th, 2028","May 29th, 2028","May 29th, 2028",0.2465753424657534,YTM_PLUS_SPREAD,0.02146128530625802,0.000782249018116128,0.04108310995700255,52918.237741458135,2026-09-07 20:40:51.198048
HybridBond_5,"May 29th, 2028","August 29th, 2028","August 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.02146128530625802,0.000782249018116128,0.04108310995700255,54094.19858015721,2026-09-07 20:40:51.198048
HybridBond_5,"August 29th, 2028","November 29th, 2028","November 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.02146128530625802,0.000782249018116128,0.04108310995700255,54094.19858015721,2026-09-07 20:40:51.198048
HybridBond_5,"November 29th, 2028","February 28th, 2029","February 28th, 2029",0.2493150684931507,YTM_PLUS_SPREAD,0.02146128530625802,0.000782249018116128,0.04108310995700255,53506.21816080767,2026-09-07 20:40:51.198048
HybridBond_5,"February 28th, 2029","May 29th, 2029","May 29th, 2029",0.2465753424657534,YTM_PLUS_SPREAD,0.02146128530625802,0.000782249018116128,0.04108310995700255,52918.237741458135,2026-09-07 20:40:51.198048
HybridBond_5,"May 29th, 2029","August 29th, 2029","August 29th, 2029",0.25205479452054796,YTM_PLUS_SPREAD,0.02146128530625802,0.000782249018116128,0.04108310995700255,54094.19858015721,2026-09-07 20:40:51.198048
HybridBond_6,"November 29th, 2024","February 28th, 2025","February 28th, 2025",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_6,"February 28th, 2025","May 29th, 2025","May 29th, 2025",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_6,"May 29th, 2025","August 29th, 2025","August 29th, 2025",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_6,"August 29th, 2025","November 29th, 2025","November 28th, 2025",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_6,"November 29th, 2025","February 28th, 2026","February 27th, 2026",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_6,"February 28th, 2026","May 29th, 2026","May 29th, 2026",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_6,"May 29th, 2026","August 29th, 2026","August 31st, 2026",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_6,"August 29th, 2026","November 29th, 2026","November 30th, 2026",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_6,"November 29th, 2026","February 28th, 2027","February 26th, 2027",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_6,"February 28th, 2027","May 29th, 2027","May 31st, 2027",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_6,"May 29th, 2027","August 29th, 2027","August 30th, 2027",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_6,"August 29th, 2027","November 29th, 2027","November 29th, 2027",0.25205479452054796,YTM_PLUS_SPREAD,0.02246128530625802,0.001782249018116128,0.042083109957002554,56614.74652536268,2026-09-07 20:40:51.198048
HybridBond_6,"November 29th, 2027","February 29th, 2028","February 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.02246128530625802,0.001782249018116128,0.042083109957002554,56614.74652536268,2026-09-07 20:40:51.198048
HybridBond_6,"February 29th, 2028","May 29th, 2028","May 29th, 2028",0.2465753424657534,YTM_PLUS_SPREAD,0.02246128530625802,0.001782249018116128,0.042083109957002554,55383.991166115666,2026-09-07 20:40:51.198048
HybridBond_6,"May 29th, 2028","August 29th, 2028","August 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.02246128530625802,0.001782249018116128,0.042083109957002554,56614.74652536268,2026-09-07 20:40:51.198048
HybridBond_6,"August 29th, 2028","November 29th, 2028","November 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.02246128530625802,0.001782249018116128,0.042083109957002554,56614.74652536268,2026-09-07 20:40:51.198048
HybridBond_6,"November 29th, 2028","February 28th, 2029","February 28th, 2029",0.2493150684931507,YTM_PLUS_SPREAD,0.02246128530625802,0.001782249018116128,0.042083109957002554,55999.368845739176,2026-09-07 20:40:51.198048
HybridBond_6,"February 28th, 2029","May 29th, 2029","May 29th, 2029",0.2465753424657534,YTM_PLUS_SPREAD,0.02246128530625802,0.001782249018116128,0.042083109957002554,55383.991166115666,2026-09-07 20:40:51.198048
HybridBond_6,"May 29th, 2029","August 29th, 2029","August 29th, 2029",0.25205479452054796,YTM_PLUS_SPREAD,0.02246128530625802,0.001782249018116128,0.042083109957002554,56614.74652536268,2026-09-07 20:40:51.198048
HybridBond_7,"November 29th, 2024","February 28th, 2025","February 28th, 2025",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_7,"February 28th, 2025","May 29th, 2025","May 29th, 2025",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_7,"May 29th, 2025","August 29th, 2025","August 29th, 2025",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_7,"August 29th, 2025","November 29th, 2025","November 28th, 2025",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_7,"November 29th, 2025","February 28th, 2026","February 27th, 2026",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_7,"February 28th, 2026","May 29th, 2026","May 29th, 2026",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_7,"May 29th, 2026","August 29th, 2026","August 31st, 2026",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_7,"August 29th, 2026","November 29th, 2026","November 30th, 2026",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_7,"November 29th, 2026","February 28th, 2027","February 26th, 2027",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_7,"February 28th, 2027","May 29th, 2027","May 31st, 2027",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_7,"May 29th, 2027","August 29th, 2027","August 30th, 2027",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_7,"August 29th, 2027","November 29th, 2027","November 29th, 2027",0.25205479452054796,YTM_PLUS_SPREAD,0.023461285306258024,0.002782249018116128,0.04308310995700255,59135.294470568166,2026-09-07 20:40:51.198048
HybridBond_7,"November 29th, 2027","February 29th, 2028","February 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.023461285306258024,0.002782249018116128,0.04308310995700255,59135.294470568166,2026-09-07 20:40:51.198048
HybridBond_7,"February 29th, 2028","May 29th, 2028","May 29th, 2028",0.2465753424657534,YTM_PLUS_SPREAD,0.023461285306258024,0.002782249018116128,0.04308310995700255,57849.7445907732,2026-09-07 20:40:51.198048
HybridBond_7,"May 29th, 2028","August 29th, 2028","August 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.023461285306258024,0.002782249018116128,0.04308310995700255,59135.294470568166,2026-09-07 20:40:51.198048
HybridBond_7,"August 29th, 2028","November 29th, 2028","November 29th, 2028",0.25205479452054796,YTM_PLUS_SPREAD,0.023461285306258024,0.002782249018116128,0.04308310995700255,59135.294470568166,2026-09-07 20:40:51.198048
HybridBond_7,"November 29th, 2028","February 28th, 2029","February 28th, 2029",0.2493150684931507,YTM_PLUS_SPREAD,0.023461285306258024,0.002782249018116128,0.04308310995700255,58492.51953067069,2026-09-07 20:40:51.198048
HybridBond_7,"February 28th, 2029","May 29th, 2029","May 29th, 2029",0.2465753424657534,YTM_PLUS_SPREAD,0.023461285306258024,0.002782249018116128,0.04308310995700255,57849.7445907732,2026-09-07 20:40:51.198048
HybridBond_7,"May 29th, 2029","August 29th, 2029","August 29th, 2029",0.25205479452054796,YTM_PLUS_SPREAD,0.023461285306258024,0.002782249018116128,0.04308310995700255,59135.294470568166,2026-09-07 20:40:51.198048
HybridBond_8,"November 29th, 2024","February 28th, 2025","February 28th, 2025",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_8,"February 28th, 2025","May 29th, 2025","May 29th, 2025",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_8,"May 29th, 2025","August 29th, 2025","August 29th, 2025",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_8,"August 29th, 2025","November 29th, 2025","November 28th, 2025",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
HybridBond_8,"November 29th, 2025","February 28th, 2026","February 27th, 2026",0.2493150684931507,INITIAL_FIXED,0.01,0.01,0.01,24931.506849315072,2026-09-07 20:40:51.198048
HybridBond_8,"February 28th, 2026","May 29th, 2026","May 29th, 2026",0.2465753424657534,INITIAL_FIXED,0.01,0.01,0.01,24657.534246575342,2026-09-07 20:40:51.198048
HybridBond_8,"May 29th, 2026","August 29th, 2026","August 31st, 2026",0.25205479452054796,INITIAL_FIXED,0.01,0.01,0.01,25205.4794520548,2026-09-07 20:40:51.198048
